departure_time,departure_city,departure_airport,arrival_time,arrival_city,arrival_airport,price
12:45,Krakow,KRK,22:05,Palma Mall,PMI,262
22:30,Krakow,KRK,01:20,Barcelona,BCN,269
06:00,Krakow,KRK,14:05,Pisa,PSA,355
12:00,Krakow,KRK,20:05,Brussels CRLBrussels (Charleroi),CRL,395
19:25,Krakow,KRK,21:25,Turin,TRN,209
22:30,Krakow,KRK,01:20,Barcelona,BCN,269
13:20,Krakow,KRK,22:20,Cork,ORK,180
16:05,Krakow,KRK,20:40,Tel Aviv-Y TLVTel Aviv-Yafo (Ben Gurion),TLV,208
06:45,Krakow,KRK,22:30,Turin,TRN,211
15:30,Krakow,KRK,17:20,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL),BSL,139
12:45,Krakow,KRK,20:25,Vienna,VIE,249
10:15,Krakow,KRK,20:30,Olbia,OLB,393
05:45,Krakow,KRK,14:55,Malta,MLA,227
15:45,Krakow,KRK,19:30,Malaga,AGP,282
09:25,Krakow,KRK,19:00,Birmingham,BHX,282
15:55,Krakow,KRK,17:35,Copenhagen,CPH,191
13:20,Krakow,KRK,20:10,Verona,VRN,158
11:00,Krakow,KRK,00:35,Barcelona GROBarcelona (Girona),GRO,236
13:20,Krakow,KRK,20:10,Perugia,PEG,456
12:45,Krakow,KRK,22:05,Palma Mall,PMI,262
08:30,Krakow,KRK,15:15,Brindisi,BDS,292
06:00,Krakow,KRK,08:15,Lamezia Te,SUF,265
07:00,Krakow,KRK,17:10,Catania,CTA,357
18:35,Krakow,KRK,20:50,Lyon,LYS,308
17:55,Krakow,KRK,23:20,Toulouse,TLS,301
06:00,Krakow,KRK,17:20,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL),BSL,415
13:10,Krakow,KRK,23:20,Copenhagen,CPH,201
08:30,Krakow,KRK,17:05,Lamezia Te,SUF,269
22:00,Krakow,KRK,23:50,Edinburgh,EDI,263
11:30,Krakow,KRK,19:55,Eindhoven,EIN,299
14:00,Krakow,KRK,22:45,Barcelona,BCN,305
17:30,Krakow,KRK,20:10,Malta,MLA,251
05:55,Krakow,KRK,14:30,Poznan,POZ,330
18:40,Krakow,KRK,20:45,Rome FCORome (Fiumicino),FCO,139
14:00,Krakow,KRK,22:45,Barcelona,BCN,305
18:05,Krakow,KRK,19:45,Dubrovnik,DBV,341
07:00,Krakow,KRK,14:20,Vilnius,VNO,300
11:30,Krakow,KRK,22:15,Dusseldorf NRNDusseldorf (Weeze),NRN,351
10:15,Krakow,KRK,14:15,Marseille,MRS,387
13:10,Krakow,KRK,17:45,Hamburg,HAM,313
06:00,Krakow,KRK,07:35,Newcastle,NCL,133
11:30,Krakow,KRK,13:10,Podgorica,TGD,285
10:45,Krakow,KRK,22:40,Vienna,VIE,372
05:45,Krakow,KRK,18:50,Krakow,KRK,315
11:20,Krakow,KRK,00:30,Palermo,PMO,338
08:15,Krakow,KRK,20:30,Memmingen,FMM,372
16:10,Krakow,KRK,18:40,Marseille,MRS,393
07:00,Krakow,KRK,19:05,Tel Aviv-Y TLVTel Aviv-Yafo (Ben Gurion),TLV,357
20:45,Krakow,KRK,23:05,Paris CDGParis (Charles de Gaulle),CDG,167
07:40,Krakow,KRK,19:15,Paris ORYParis (Orly),ORY,311
11:50,Krakow,KRK,16:05,Leeds,LBA,303
15:50,Krakow,KRK,23:55,London STNLondon (Stansted),STN,304
06:00,Krakow,KRK,08:20,Stavanger,SVG,139
06:00,Krakow,KRK,14:05,Pisa,PSA,355
07:00,Krakow,KRK,18:40,Thessaloni,SKG,428
15:45,Krakow,KRK,19:30,Malaga,AGP,282
08:30,Krakow,KRK,10:55,Palermo,PMO,352
16:05,Krakow,KRK,19:25,Bologna,BLQ,307
18:10,Krakow,KRK,20:35,Cagliari,CAG,260
07:00,Krakow,KRK,11:55,Naples,NAP,341
06:45,Krakow,KRK,22:30,Turin,TRN,211
20:00,Krakow,KRK,23:05,Corfu,CFU,371
